Q-learning (lambda = 100, n = 90000)

state - visits:
0	19850
1	3594
2	2365
3	1927
4	1667
5	1489
6	1344
7	1220
8	1107
9	1015
10	918
11	837
12	763
13	703
14	649
15	606
16	568
17	534
18	511
19	476
20	452
21	415
22	380
23	344
24	306
25	267
26	229
27	196
28	165
29	136
30	111
31	93
32	76
33	64
34	51
35	45
36	37
37	30
38	24
39	21
40	17
41	13
42	11
43	9
44	7
45	5
46	4
47	2
48	2
49	1
50	1
51	1
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
