Q-learning (lambda = 100, n = 100000)

state - visits:
0	22382
1	4001
2	2621
3	2148
4	1876
5	1673
6	1513
7	1387
8	1264
9	1140
10	1027
11	921
12	821
13	735
14	645
15	563
16	494
17	432
18	377
19	327
20	283
21	246
22	213
23	186
24	158
25	138
26	119
27	103
28	89
29	77
30	66
31	55
32	49
33	41
34	35
35	30
36	27
37	23
38	20
39	17
40	14
41	12
42	11
43	9
44	8
45	6
46	5
47	4
48	3
49	2
50	2
51	1
52	1
53	1
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
